1.12625	0.0091538	0.0000877	0.02190
1.14775	0.0091044	0.0000786	0.02110
1.16860	0.0091693	0.0000846	0.02060
1.18880	0.0090970	0.0000812	0.01980
1.20835	0.0091849	0.0000835	0.01930
1.22750	0.0091245	0.0000672	0.01900
1.24645	0.0092482	0.0000656	0.01890
1.26550	0.0092673	0.0000688	0.01920
1.28475	0.0091075	0.0000764	0.01930
1.30380	0.0091301	0.0000639	0.01880
1.32260	0.0091184	0.0000610	0.01880
1.34145	0.0091989	0.0000708	0.01890
1.36050	0.0092769	0.0000554	0.01920
1.38005	0.0092952	0.0000646	0.01990
1.40000	0.0092215	0.0000660	0.02000
1.42015	0.0092516	0.0000797	0.02030
1.44060	0.0092037	0.0000745	0.02060
1.46150	0.0090681	0.0000614	0.02120
1.48310	0.0091677	0.0000776	0.02200
1.50530	0.0091990	0.0000686	0.02240
1.52800	0.0090859	0.0000748	0.02300
1.55155	0.0090829	0.0000697	0.02410
1.57625	0.0091078	0.0000632	0.02530
1.60210	0.0092047	0.0000853	0.02640
1.62945	0.0090586	0.0000653	0.02830
