1.12625	0.0101039	0.0000967	0.02190
1.14775	0.0103279	0.0000902	0.02110
1.16860	0.0102223	0.0000994	0.02060
1.18880	0.0102677	0.0000882	0.01980
1.20835	0.0101939	0.0001034	0.01930
1.22750	0.0102852	0.0000868	0.01900
1.24645	0.0102020	0.0000860	0.01890
1.26550	0.0101873	0.0000984	0.01920
1.28475	0.0103719	0.0001068	0.01930
1.30380	0.0101737	0.0000797	0.01880
1.32260	0.0101637	0.0000901	0.01880
1.34145	0.0103944	0.0000819	0.01890
1.36050	0.0105033	0.0000958	0.01920
1.38005	0.0102708	0.0001015	0.01990
1.40000	0.0104117	0.0000825	0.02000
1.42015	0.0104632	0.0000812	0.02030
1.44060	0.0104512	0.0000914	0.02060
1.46150	0.0104572	0.0000993	0.02120
1.48310	0.0104567	0.0000934	0.02200
1.50530	0.0104814	0.0001129	0.02240
1.52800	0.0104209	0.0001045	0.02300
1.55155	0.0103446	0.0000898	0.02410
1.57625	0.0102818	0.0000987	0.02530
1.60210	0.0101717	0.0001052	0.02640
1.62945	0.0101890	0.0001121	0.02830
