1.12625	0.00138402	0.00028162	0.02190
1.14775	0.00115178	0.00023137	0.02110
1.16860	0.00088790	0.00027088	0.02060
1.18880	0.00136466	0.00022981	0.01980
1.20835	0.00116517	0.00026504	0.01930
1.22750	0.00132540	0.00026880	0.01900
1.24645	0.00129653	0.00026363	0.01890
1.26550	0.00166427	0.00026481	0.01920
1.28475	0.00153076	0.00021330	0.01930
1.30380	0.00152849	0.00026930	0.01880
1.32260	0.00147359	0.00029025	0.01880
1.34145	0.00128854	0.00024378	0.01890
1.36050	0.00142698	0.00020674	0.01920
1.38005	0.00123815	0.00025034	0.01990
1.40000	0.00095311	0.00026128	0.02000
1.42015	0.00160010	0.00030936	0.02030
1.44060	0.00167797	0.00023009	0.02060
1.46150	0.00158175	0.00019593	0.02120
1.48310	0.00151476	0.00026559	0.02200
1.50530	0.00179815	0.00026434	0.02240
1.52800	0.00191840	0.00023209	0.02300
1.55155	0.00158944	0.00022580	0.02410
1.57625	0.00206836	0.00020721	0.02530
1.60210	0.00203168	0.00023259	0.02640
1.62945	0.00217663	0.00027414	0.02830
3.60000	0.00483000	0.00025000	Spz3
4.50000	0.00572000	0.00030000	Spz4
5.80000	0.00650000	0.00110000	Spz5
8.00000	0.00730000	0.00120000	Spz8
