1.12625	0.00127529	0.00003510	0.02190
1.14775	0.00132430	0.00003315	0.02110
1.16860	0.00130444	0.00002735	0.02060
1.18880	0.00137664	0.00003363	0.01980
1.20835	0.00140804	0.00003453	0.01930
1.22750	0.00140078	0.00003614	0.01900
1.24645	0.00143071	0.00003021	0.01890
1.26550	0.00143606	0.00003775	0.01920
1.28475	0.00146291	0.00004062	0.01930
1.30380	0.00144928	0.00003463	0.01880
1.32260	0.00144049	0.00003576	0.01880
1.34145	0.00139965	0.00003568	0.01890
1.36050	0.00145055	0.00003574	0.01920
1.38005	0.00146280	0.00003068	0.01990
1.40000	0.00155963	0.00003545	0.02000
1.42015	0.00151403	0.00003760	0.02030
1.44060	0.00149991	0.00003618	0.02060
1.46150	0.00153173	0.00004047	0.02120
1.48310	0.00151043	0.00003163	0.02200
1.50530	0.00149770	0.00003829	0.02240
1.52800	0.00142074	0.00003830	0.02300
1.55155	0.00143831	0.00004082	0.02410
1.57625	0.00148099	0.00004099	0.02530
1.60210	0.00150500	0.00004354	0.02640
1.62945	0.00143384	0.00004329	0.02830
4.50000	0.00313100	0.00006200	Spz4
