1.12625	0.00008889	0.00003098	0.02190
1.14775	0.00011688	0.00003097	0.02110
1.16860	0.00011701	0.00003042	0.02060
1.18880	0.00005304	0.00002743	0.01980
1.20835	0.00009473	0.00003151	0.01930
1.22750	0.00013939	0.00003292	0.01900
1.24645	0.00014060	0.00002878	0.01890
1.26550	0.00013013	0.00003144	0.01920
1.28475	0.00024549	0.00002974	0.01930
1.30380	0.00015297	0.00003385	0.01880
1.32260	0.00016524	0.00002520	0.01880
1.34145	0.00013445	0.00002365	0.01890
1.36050	0.00014664	0.00003455	0.01920
1.38005	0.00018658	0.00003528	0.01990
1.40000	0.00017808	0.00003261	0.02000
1.42015	0.00014233	0.00003254	0.02030
1.44060	0.00018981	0.00003829	0.02060
1.46150	0.00013618	0.00002756	0.02120
1.48310	0.00014742	0.00002675	0.02200
1.50530	0.00023694	0.00003536	0.02240
1.52800	0.00021857	0.00003257	0.02300
1.55155	0.00020411	0.00003067	0.02410
1.57625	0.00018870	0.00003580	0.02530
1.60210	0.00024156	0.00003743	0.02640
1.62945	0.00022982	0.00003173	0.02830
3.60000	0.00099600	0.00007200	Spz3
4.50000	0.00103100	0.00006100	Spz4
5.80000	0.00071000	0.00029000	Spz5
8.00000	0.00139200	0.00009500	Spz8
