1.12620	0.00154685	0.00025472	0.03080
1.15625	0.00149224	0.00023924	0.02930
1.18485	0.00161204	0.00022757	0.02790
1.21225	0.00125289	0.00022644	0.02690
1.23895	0.00178064	0.00022444	0.02650
1.26565	0.00163216	0.00023230	0.02690
1.29245	0.00176183	0.00027375	0.02670
1.31895	0.00173892	0.00021597	0.02630
1.34535	0.00176869	0.00022613	0.02650
1.37230	0.00144741	0.00025590	0.02740
1.40000	0.00193693	0.00023354	0.02800
1.42825	0.00195756	0.00023195	0.02850
1.45720	0.00237460	0.00025409	0.02940
1.48730	0.00266121	0.00023683	0.03080
1.51860	0.00219667	0.00024337	0.03180
1.55135	0.00201854	0.00026360	0.03370
1.58620	0.00168719	0.00024703	0.03600
1.62370	0.00209924	0.00025989	0.03900
3.60000	0.00421000	0.00011000	Spz3
4.50000	0.00428000	0.00012000	Spz4
5.80000	0.00696000	0.00060000	Spz5
8.00000	0.00696000	0.00096000	Spz8
