1.12625	0.00026230	0.00007132	0.02190
1.14775	0.00032869	0.00006866	0.02110
1.16860	0.00031595	0.00006295	0.02060
1.18880	0.00037594	0.00008174	0.01980
1.20835	0.00027582	0.00007464	0.01930
1.22750	0.00037390	0.00006624	0.01900
1.24645	0.00027047	0.00006762	0.01890
1.26550	0.00039326	0.00005732	0.01920
1.28475	0.00039268	0.00006825	0.01930
1.30380	0.00041460	0.00005522	0.01880
1.32260	0.00038989	0.00006207	0.01880
1.34145	0.00043150	0.00006059	0.01890
1.36050	0.00040184	0.00006158	0.01920
1.38005	0.00050557	0.00007787	0.01990
1.40000	0.00036055	0.00006929	0.02000
1.42015	0.00026985	0.00006250	0.02030
1.44060	0.00045743	0.00006470	0.02060
1.46150	0.00041398	0.00005919	0.02120
1.48310	0.00045696	0.00005172	0.02200
1.50530	0.00036737	0.00005640	0.02240
1.52800	0.00050049	0.00005071	0.02300
1.55155	0.00050625	0.00007193	0.02410
1.57625	0.00053916	0.00006185	0.02530
1.60210	0.00050427	0.00006841	0.02640
1.62945	0.00049972	0.00006220	0.02830
3.60000	0.00144600	0.00006600	Spz3
4.50000	0.00207500	0.00010000	Spz4
