1.12625	0.00029606	0.00010812	0.02190
1.14775	0.00038323	0.00011721	0.02110
1.16860	0.00044448	0.00009354	0.02060
1.18880	0.00033255	0.00010136	0.01980
1.20835	0.00073799	0.00009325	0.01930
1.22750	0.00060891	0.00009319	0.01900
1.24645	0.00058776	0.00009556	0.01890
1.26550	0.00038366	0.00009339	0.01920
1.28475	0.00036126	0.00011045	0.01930
1.30380	0.00059787	0.00008688	0.01880
1.32260	0.00049797	0.00009396	0.01880
1.34145	0.00062199	0.00008836	0.01890
1.36050	0.00075965	0.00009199	0.01920
1.38005	0.00049805	0.00006827	0.01990
1.40000	0.00049701	0.00009267	0.02000
1.42015	0.00064707	0.00009008	0.02030
1.44060	0.00066595	0.00008711	0.02060
1.46150	0.00050540	0.00010030	0.02120
1.48310	0.00061274	0.00010791	0.02200
1.50530	0.00059501	0.00009323	0.02240
1.52800	0.00071342	0.00008846	0.02300
1.55155	0.00064932	0.00009912	0.02410
1.57625	0.00063584	0.00010043	0.02530
1.60210	0.00069308	0.00009538	0.02640
1.62945	0.00076229	0.00009718	0.02830
3.60000	0.00184200	0.00031900	Spz3
4.50000	0.00230300	0.00017700	Spz4
