1.12625	0.00034920	0.00005188	0.02190
1.14775	0.00038024	0.00004300	0.02110
1.16860	0.00044761	0.00004762	0.02060
1.18880	0.00036798	0.00004510	0.01980
1.20835	0.00035963	0.00004305	0.01930
1.22750	0.00039868	0.00005100	0.01900
1.24645	0.00048131	0.00005577	0.01890
1.26550	0.00049193	0.00004838	0.01920
1.28475	0.00053839	0.00005626	0.01930
1.30380	0.00052676	0.00004210	0.01880
1.32260	0.00052867	0.00004834	0.01880
1.34145	0.00042956	0.00004802	0.01890
1.36050	0.00058598	0.00004619	0.01920
1.38005	0.00050600	0.00005137	0.01990
1.40000	0.00046951	0.00004941	0.02000
1.42015	0.00052575	0.00004997	0.02030
1.44060	0.00055572	0.00005380	0.02060
1.46150	0.00052329	0.00005309	0.02120
1.48310	0.00060334	0.00005102	0.02200
1.50530	0.00064976	0.00005316	0.02240
1.52800	0.00056718	0.00005727	0.02300
1.55155	0.00054413	0.00004779	0.02410
1.57625	0.00059646	0.00005023	0.02530
1.60210	0.00069018	0.00005254	0.02640
1.62945	0.00062604	0.00005336	0.02830
3.60000	0.00098000	0.00017000	Spz3
4.50000	0.00159000	0.00022000	Spz4
5.80000	0.00245000	0.00031000	Spz5
8.00000	0.00262000	0.00027000	Spz8
