1.12625	0.00087403	0.00002342	0.02190
1.14775	0.00084377	0.00002348	0.02110
1.16860	0.00084393	0.00002126	0.02060
1.18880	0.00086687	0.00002131	0.01980
1.20835	0.00095003	0.00002183	0.01930
1.22750	0.00091340	0.00002236	0.01900
1.24645	0.00094407	0.00002209	0.01890
1.26550	0.00091769	0.00002037	0.01920
1.28475	0.00093387	0.00002216	0.01930
1.30380	0.00095529	0.00002197	0.01880
1.32260	0.00097380	0.00002310	0.01880
1.34145	0.00101809	0.00002336	0.01890
1.36050	0.00104209	0.00002264	0.01920
1.38005	0.00102919	0.00002218	0.01990
1.40000	0.00110477	0.00002282	0.02000
1.42015	0.00116598	0.00002200	0.02030
1.44060	0.00117159	0.00002395	0.02060
1.46150	0.00114544	0.00002669	0.02120
1.48310	0.00116166	0.00002418	0.02200
1.50530	0.00119390	0.00002504	0.02240
1.52800	0.00121693	0.00002363	0.02300
1.55155	0.00116115	0.00002451	0.02410
1.57625	0.00116657	0.00002777	0.02530
1.60210	0.00117390	0.00002902	0.02640
1.62945	0.00109139	0.00003188	0.02830
3.60000	0.00302000	0.00015000	Spz3
4.50000	0.00385000	0.00017000	Spz4
5.80000	0.00370000	0.00030000	Spz5
8.00000	0.00410000	0.00020000	Spz8
