1.12625	0.00037591	0.00004210	0.02190
1.14775	0.00039467	0.00004557	0.02110
1.16860	0.00034956	0.00004467	0.02060
1.18880	0.00034036	0.00004632	0.01980
1.20835	0.00036440	0.00004121	0.01930
1.22750	0.00037147	0.00004838	0.01900
1.24645	0.00037056	0.00003986	0.01890
1.26550	0.00031854	0.00004544	0.01920
1.28475	0.00043208	0.00004346	0.01930
1.30380	0.00044086	0.00004025	0.01880
1.32260	0.00033531	0.00004323	0.01880
1.34145	0.00035236	0.00004240	0.01890
1.36050	0.00047526	0.00004222	0.01920
1.38005	0.00046162	0.00004820	0.01990
1.40000	0.00046077	0.00003898	0.02000
1.42015	0.00044400	0.00004934	0.02030
1.44060	0.00045240	0.00004589	0.02060
1.46150	0.00046832	0.00004329	0.02120
1.48310	0.00043448	0.00004524	0.02200
1.50530	0.00050891	0.00004917	0.02240
1.52800	0.00047602	0.00004502	0.02300
1.55155	0.00046598	0.00004911	0.02410
1.57625	0.00052239	0.00005219	0.02530
1.60210	0.00044422	0.00004608	0.02640
1.62945	0.00043542	0.00005562	0.02830
3.60000	0.00168800	0.00004600	Spz3
4.50000	0.00189600	0.00005700	Spz4
