1.12625	0.0052101	0.0003531	0.02190
1.14775	0.0051708	0.0003225	0.02110
1.16860	0.0061347	0.0003112	0.02060
1.18880	0.0048411	0.0002968	0.01980
1.20835	0.0058203	0.0003421	0.01930
1.22750	0.0054710	0.0003099	0.01900
1.24645	0.0058703	0.0003412	0.01890
1.26550	0.0052913	0.0003807	0.01920
1.28475	0.0055330	0.0003774	0.01930
1.30380	0.0052139	0.0003373	0.01880
1.32260	0.0053413	0.0003182	0.01880
1.34145	0.0050842	0.0003579	0.01890
1.36050	0.0060582	0.0003296	0.01920
1.38005	0.0060971	0.0003452	0.01990
1.40000	0.0055368	0.0003451	0.02000
1.42015	0.0056201	0.0003399	0.02030
1.44060	0.0058905	0.0003241	0.02060
1.46150	0.0052586	0.0003400	0.02120
1.48310	0.0052542	0.0003430	0.02200
1.50530	0.0060973	0.0003448	0.02240
1.52800	0.0059146	0.0004176	0.02300
1.55155	0.0054249	0.0003614	0.02410
1.57625	0.0054071	0.0003801	0.02530
1.60210	0.0060471	0.0003837	0.02640
1.62945	0.0053833	0.0003969	0.02830
