1.12620	0.0194367	0.0004910	0.03080
1.15625	0.0201152	0.0006170	0.02930
1.18485	0.0195639	0.0005296	0.02790
1.21225	0.0193706	0.0006597	0.02690
1.23895	0.0195055	0.0005249	0.02650
1.26565	0.0192705	0.0004931	0.02690
1.29245	0.0199864	0.0006215	0.02670
1.31895	0.0202393	0.0004781	0.02630
1.34535	0.0185467	0.0004343	0.02650
1.37230	0.0200307	0.0005271	0.02740
1.40000	0.0198821	0.0005983	0.02800
1.42825	0.0197537	0.0004344	0.02850
1.45720	0.0196246	0.0004502	0.02940
1.48730	0.0186069	0.0004425	0.03080
1.51860	0.0178561	0.0005384	0.03180
1.55135	0.0178675	0.0004756	0.03370
1.58620	0.0192082	0.0006181	0.03600
1.62370	0.0184201	0.0005744	0.03900
