1.12625	0.0081594	0.0000455	0.02190
1.14775	0.0081339	0.0000446	0.02110
1.16860	0.0080624	0.0000478	0.02060
1.18880	0.0081518	0.0000483	0.01980
1.20835	0.0081948	0.0000472	0.01930
1.22750	0.0081811	0.0000426	0.01900
1.24645	0.0081139	0.0000490	0.01890
1.26550	0.0081721	0.0000535	0.01920
1.28475	0.0081701	0.0000596	0.01930
1.30380	0.0081239	0.0000551	0.01880
1.32260	0.0082369	0.0000464	0.01880
1.34145	0.0081634	0.0000503	0.01890
1.36050	0.0081741	0.0000418	0.01920
1.38005	0.0081174	0.0000428	0.01990
1.40000	0.0081714	0.0000468	0.02000
1.42015	0.0081910	0.0000473	0.02030
1.44060	0.0081272	0.0000563	0.02060
1.46150	0.0081791	0.0000502	0.02120
1.48310	0.0081645	0.0000468	0.02200
1.50530	0.0080064	0.0000482	0.02240
1.52800	0.0081122	0.0000516	0.02300
1.55155	0.0080518	0.0000522	0.02410
1.57625	0.0079891	0.0000629	0.02530
1.60210	0.0078718	0.0000568	0.02640
1.62945	0.0079357	0.0000572	0.02830
