1.12625	0.0116182	0.0001563	0.02190
1.14775	0.0114252	0.0001973	0.02110
1.16860	0.0116597	0.0001639	0.02060
1.18880	0.0115944	0.0001581	0.01980
1.20835	0.0116132	0.0001563	0.01930
1.22750	0.0116391	0.0001610	0.01900
1.24645	0.0112890	0.0001560	0.01890
1.26550	0.0115849	0.0001504	0.01920
1.28475	0.0115020	0.0001912	0.01930
1.30380	0.0112849	0.0001359	0.01880
1.32260	0.0113773	0.0001382	0.01880
1.34145	0.0115831	0.0001530	0.01890
1.36050	0.0116413	0.0001560	0.01920
1.38005	0.0117395	0.0001620	0.01990
1.40000	0.0114754	0.0001371	0.02000
1.42015	0.0113932	0.0001409	0.02030
1.44060	0.0112563	0.0001428	0.02060
1.46150	0.0115259	0.0001646	0.02120
1.48310	0.0114147	0.0001599	0.02200
1.50530	0.0114721	0.0001468	0.02240
1.52800	0.0110859	0.0001822	0.02300
1.55155	0.0108944	0.0001819	0.02410
1.57625	0.0110469	0.0001379	0.02530
1.60210	0.0109049	0.0001533	0.02640
1.62945	0.0110196	0.0001595	0.02830
